2521	2015-05-14	42247	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.1.0		42233	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCoverage/1.0.4	
2521	2015-05-14	42245	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.1.0		42233	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCoverage/1.0.4	
2521	2015-05-14	42262	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.0.5		42236	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCoverage/1.0.4	
2521	2015-05-14	42260	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.0.5		42236	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCoverage/1.0.4	
2521	2015-05-14	42259	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.0.5		42236	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCoverage/1.0.4	
2521	2015-05-14	42257	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.0.5		42236	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCoverage/1.0.4	
2521	2015-05-14	42253	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.0.4		42236	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCoverage/1.0.4	
2521	2015-05-14	42274	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.0.5		42243	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCoverage/1.0.4	
2521	2015-05-14	42273	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.0.5		42243	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCoverage/1.0.4	
2521	2015-05-14	42286	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_heatmapper/1.0.5		42254	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.0.5	
2521	2015-05-14	42297	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_heatmapper/1.0.5		42255	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.0.5	
2521	2015-05-14	42295	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_heatmapper/1.0.5		42255	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.0.5	
2521	2015-05-14	42299	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_heatmapper/1.0.5		42257	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.0.5	
2521	2015-05-14	42303	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_heatmapper/1.0.5		42259	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.0.5	
2521	2015-05-14	42320	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_heatmapper/1.0.5		42261	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.0.5	
2521	2015-05-14	42317	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_heatmapper/1.0.5		42261	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.0.5	
2521	2015-05-14	42311	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_heatmapper/1.0.5		42261	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.0.5	
2521	2015-05-14	42308	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_heatmapper/1.0.5		42261	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.0.5	
2521	2015-05-14	42327	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_heatmapper/1.1.0		42265	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.1.0	
2521	2015-05-14	42339	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_heatmapper/1.0.5		42275	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.0.5	
2521	2015-05-14	42341	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_heatmapper/1.1.0		42277	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.1.0	
2534	2015-05-15	42688	toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.2.8.1	0.2.8.1	42674		
2534	2015-05-15	42690	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCorrelate/1.1.0	1.1.0	42677		
2534	2015-05-15	42690	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCorrelate/1.1.0	1.1.0	42682		
2534	2015-05-15	42694	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCompare/1.1.0	1.1.0	42684		
2534	2015-05-15	42695	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCoverage/1.1.0	1.1.0	42684		
2534	2015-05-15	42698	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamFingerprint/1.1.0	1.1.0	42685		
2539	2015-05-18	42715	toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.2.8.1	0.2.8.1	42713		
2539	2015-05-18	42714	toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.63	0.63	42713		
2539	2015-05-18	42717	toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.63	0.63	42715	toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.2.8.1	0.2.8.1
2541	2015-05-18	42718	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0	42719		
2541	2015-05-18	42721	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.0.0	1.0.0	42720	sort1	1.0.3
2541	2015-05-18	42721	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.0.0	1.0.0	42722	sort1	1.0.3
2542	2015-05-18	42726	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/sed_wrapper/sed_stream_editor/0.0.1	0.0.1	42724	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0
2542	2015-05-18	42724	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0	42725		
2542	2015-05-18	42728	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.0.0	1.0.0	42729	sort1	1.0.3
2544	2015-05-18	42740	sort1	1.0.3	42738		
2544	2015-05-18	42742	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/sed_wrapper/sed_stream_editor/0.0.1	0.0.1	42741	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0
2544	2015-05-18	42743	sort1	1.0.3	42742	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/sed_wrapper/sed_stream_editor/0.0.1	0.0.1
2545	2015-05-18	42748	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0	42746		
2545	2015-05-18	42750	sort1	1.0.3	42749	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/sed_wrapper/sed_stream_editor/0.0.1	0.0.1
2546	2015-05-18	42758	sort1	1.0.3	42757	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.0.0	1.0.0
2548	2015-05-19	42820	toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/1.126.0	1.126.0	42797	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.4	0.4
2548	2015-05-19	42807	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCorrelate/1.1.0	1.1.0	42797	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.4	0.4
2548	2015-05-19	42805	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamFingerprint/1.1.0	1.1.0	42797	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.4	0.4
2548	2015-05-19	42803	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCoverage/1.1.0	1.1.0	42797	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.4	0.4
2548	2015-05-19	42801	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeGCBias/1.1.0	1.1.0	42797	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.4	0.4
2548	2015-05-19	42823	toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/1.126.0	1.126.0	42800	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.4	0.4
2548	2015-05-19	42808	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCompare/1.1.0	1.1.0	42800	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.4	0.4
2548	2015-05-19	42806	toolshed.g2.bx.psu.edu/repos/devteam/samtools_flagstat/samtools_flagstat/1.0.1	1.0.1	42800	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.4	0.4
2548	2015-05-19	42805	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamFingerprint/1.1.0	1.1.0	42800	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.4	0.4
2548	2015-05-19	42813	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.1.0	1.1.0	42809	macs2_callpeak	2.1.0.0
2548	2015-05-19	42796	toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.63	0.63	42825		
2548	2015-05-19	42814	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.1.0	1.1.0	42828		
2550	2015-05-20	42843	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cut_tool/1.0.0	1.0.0	42842	Grep1	1.0.1
2550	2015-05-20	42844	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_column/1.0.0	1.0.0	42843	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cut_tool/1.0.0	1.0.0
2552	2015-05-20	42858	toolshed.g2.bx.psu.edu/repos/devteam/sam_merge/sam_merge2/1.1.2	1.1.2	42855	toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7	0.7
2552	2015-05-20	42860	toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/2.2.1.0	2.2.1.0	42859	toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0	2.2.1.0
2554	2015-05-20	42874	toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7	0.7	42873	cshl_awk_tool	1.0.0
2554	2015-05-20	42879	toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/2.2.1.0	2.2.1.0	42878	toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0	2.2.1.0
2555	2015-06-23	42886	toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7	0.7	42881		
2555	2015-06-23	42887	toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7	0.7	42885		
2555	2015-06-23	42889	toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0	2.2.1.0	42888	toolshed.g2.bx.psu.edu/repos/devteam/sam_merge/sam_merge2/1.1.2	1.1.2
2555	2015-06-23	42890	toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/2.2.1.0	2.2.1.0	42889	toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0	2.2.1.0
2570	2015-05-21	43115	toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastp_wrapper/0.1.01	0.1.01	43112		
2571	2015-06-23	43126	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_column/1.0.0	1.0.0	43125	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_column/1.0.0	1.0.0
2571	2015-06-23	43128	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cut_tool/1.0.0	1.0.0	43127	Grep1	1.0.1
2572	2015-05-22	43139	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.4		43133		
2572	2015-05-22	43154	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.1.0		43136		
2572	2015-05-22	43140	Cut1		43137		
2572	2015-05-22	43144	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCoverage/1.1.0		43138	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.4	
2572	2015-05-22	43150	macs2_callpeak		43138	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.4	
2572	2015-05-22	43142	toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BamIndexStats/1.56.0		43138	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.4	
2572	2015-05-22	43147	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamFingerprint/1.1.0		43138	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.4	
2572	2015-05-22	43148	toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_BamIndexStats/1.56.0		43139	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.4	
2572	2015-05-22	43146	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeGCBias/1.1.0		43139	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.4	
2572	2015-05-22	43155	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.1.0		43140	Cut1	
2594	2015-05-28	43931	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0	1.0.0	43932	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_column/1.0.0	1.0.0
2594	2015-05-28	43935	toolshed.g2.bx.psu.edu/repos/devteam/merge_cols/mergeCols1/1.0.1	1.0.1	43936	Cut1	1.0.2
2594	2015-05-28	43937	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	1.0.0	43938	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	1.0.0
2594	2015-05-28	43941	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	1.0.0	43942	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	1.0.0
2594	2015-05-28	43942	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	1.0.0	43943	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	1.0.0
2595	2015-05-28	43945	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0	1.0.0	43946	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line/1.0.0	1.0.0
2595	2015-05-28	43949	Cut1	1.0.2	43950	toolshed.g2.bx.psu.edu/repos/devteam/merge_cols/mergeCols1/1.0.1	1.0.1
2595	2015-05-28	43954	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	1.0.0	43955	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	1.0.0
2595	2015-05-28	43956	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	1.0.0	43957	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	1.0.0
2597	2015-05-29	43989	deseq2_single		43969		
2597	2015-05-29	43985	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0		43972		
2597	2015-05-29	43989	deseq2_single		43974	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0	
2597	2015-05-29	43991	deseq2_single		43975	Cut1	
2597	2015-05-29	43989	deseq2_single		43975	Cut1	
2597	2015-05-29	43993	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0		43977	join1	
2597	2015-05-29	44007	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.0.0		43981	sort1	
2597	2015-05-29	43995	gtf_filter_by_attribute_values_list		43982	deseq2_single	
2597	2015-05-29	43994	CONVERTER_gff_to_bed_0		43982	deseq2_single	
2597	2015-05-29	44002	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.0.0		43993	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0	
2597	2015-05-29	44010	Filter1		44008	sort1	
2602	2015-06-01	44106	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.0.0	1.0.0	44102	sort1	1.0.3
2602	2015-06-01	44103	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0	44109		
2603	2015-06-01	44115	Filter1	1.1.0	44110	toolshed.g2.bx.psu.edu/repos/devteam/coverage/gops_coverage_1/0.0.1	0.0.1
2603	2015-06-01	44114	Filter1	1.1.0	44110	toolshed.g2.bx.psu.edu/repos/devteam/coverage/gops_coverage_1/0.0.1	0.0.1
2603	2015-06-01	44116	Summary_Statistics1	1.1.0	44111	Filter1	1.1.0
2603	2015-06-01	44125	Summary_Statistics1	1.1.0	44115	Filter1	1.1.0
2603	2015-06-01	44124	Summary_Statistics1	1.1.0	44115	Filter1	1.1.0
2603	2015-06-01	44127	Cut1	1.0.2	44117	Summary_Statistics1	1.1.0
2603	2015-06-01	44130	Cut1	1.0.2	44120	Summary_Statistics1	1.1.0
2603	2015-06-01	44136	Paste1	1.0.0	44126	Cut1	1.0.2
2603	2015-06-01	44138	Paste1	1.0.0	44131	Cut1	1.0.2
2603	2015-06-01	44147	addValue	1.0.0	44142	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0
2603	2015-06-01	44148	addValue	1.0.0	44143	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0
2608	2015-05-31	44305	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCompare/1.1.0	1.1.0	44290	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.4	0.4
2608	2015-05-31	44300	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamFingerprint/1.1.0	1.1.0	44290	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.4	0.4
2608	2015-05-31	44295	toolshed.g2.bx.psu.edu/repos/devteam/samtools_flagstat/samtools_flagstat/1.0.1	1.0.1	44290	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.4	0.4
2608	2015-05-31	44306	macs2_callpeak	2.1.0.0	44293	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.4	0.4
2608	2015-05-31	44303	toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardInsertSize/1.56.0	1.56.0	44293	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.4	0.4
2608	2015-05-31	44311	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.1.0	1.1.0	44307	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCoverage/1.1.0	1.1.0
2608	2015-05-31	44313	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_heatmapper/1.1.0	1.1.0	44309	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.1.0	1.1.0
2608	2015-05-31	44293	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.4	0.4	44319		
2608	2015-05-31	44292	toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.63	0.63	44319		
2611	2015-06-01	44418	sort1	1.0.3	44417	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.0.0	1.0.0
2611	2015-06-01	44422	cshl_awk_tool	1.0.0	44421	Cut1	1.0.2
2612	2015-06-01	44427	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/sed_wrapper/sed_stream_editor/0.0.1	0.0.1	44426	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0
2613	2015-06-01	44437	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/sed_wrapper/sed_stream_editor/0.0.1	0.0.1	44435	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0
2613	2015-06-01	44438	sort1	1.0.3	44437	toolshed.g2.bx.psu.edu/repos/bjoern-gruening/sed_wrapper/sed_stream_editor/0.0.1	0.0.1
2613	2015-06-01	44440	sort1	1.0.3	44439	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool/1.0.0	1.0.0
2616	2015-06-01	44452	Convert characters1	1.0.0	44451	Cut1	1.0.2
2617	2015-06-02	44480	toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0		44455		
2617	2015-06-02	44478	toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0		44455		
2617	2015-06-02	44477	toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0		44455		
2617	2015-06-02	44471	toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0		44455		
2617	2015-06-02	44470	toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0		44455		
2617	2015-06-02	44469	toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0		44455		
2617	2015-06-02	44495	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0		44463	toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7	
2617	2015-06-02	44481	Convert characters1		44466	toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7	
2617	2015-06-02	44482	toolshed.g2.bx.psu.edu/repos/devteam/cuffmerge/cuffmerge/2.2.1.0		44469	toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0	
2617	2015-06-02	44482	toolshed.g2.bx.psu.edu/repos/devteam/cuffmerge/cuffmerge/2.2.1.0		44473	toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0	
2617	2015-06-02	44482	toolshed.g2.bx.psu.edu/repos/devteam/cuffmerge/cuffmerge/2.2.1.0		44477	toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0	
2617	2015-06-02	44488	toolshed.g2.bx.psu.edu/repos/devteam/cummerbund_to_tabular/cummerbund_to_cuffdiff/1.0.1		44483	toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.1	
2617	2015-06-02	44497	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.0.0		44493	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0	
2624	2015-06-09	44565	toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: geecee41/5.0.0	5.0.0	44563		
2624	2015-06-09	44570	toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastp_wrapper/0.1.01	0.1.01	44566	toolshed.g2.bx.psu.edu/repos/bgruening/augustus/augustus/3.1.0	3.1.0
2624	2015-06-09	44569	toolshed.g2.bx.psu.edu/repos/bgruening/interproscan5/interproscan/5.0.0	5.0.0	44566	toolshed.g2.bx.psu.edu/repos/bgruening/augustus/augustus/3.1.0	3.1.0
2627	2015-06-10	44606	toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastp_wrapper/0.1.01		44604	toolshed.g2.bx.psu.edu/repos/bgruening/augustus/augustus/3.1.0	
2627	2015-06-10	44609	toolshed.g2.bx.psu.edu/repos/peterjc/blastxml_to_top_descr/blastxml_to_top_descr/0.1.1		44606	toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastp_wrapper/0.1.01	
2630	2015-06-13	44637	toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fasta/tab2fasta/1.1.0	1.1.0	44636	Cut1	1.0.2
2630	2015-06-13	44639	toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastn_wrapper/0.1.01	0.1.01	44638	toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_makeblastdb/0.1.01	0.1.01
2632	2015-06-11	44649	toolshed.g2.bx.psu.edu/repos/peterjc/blastxml_to_top_descr/blastxml_to_top_descr/0.1.1	0.1.1	44647	toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastn_wrapper/0.1.01	0.1.01
2634	2015-06-12	44664	cat1	1.0.0	44659		
2634	2015-06-12	44665	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0	2.22.0	44664	cat1	1.0.0
2634	2015-06-12	44666	toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	1.1.0	44665	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.22.0	2.22.0
2640	2015-06-13	44699	toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7	0.7	44696		
2642	2015-06-13	44714	toolshed.g2.bx.psu.edu/repos/devteam/fastqtofasta/fastq_to_fasta_python/1.0.0	1.0.0	44713	toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.2.8.1	0.2.8.1
2642	2015-06-13	44716	Filter1	1.1.0	44715	toolshed.g2.bx.psu.edu/repos/devteam/fasta_to_tabular/fasta2tab/1.1.0	1.1.0
2642	2015-06-13	44717	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_column/1.0.0	1.0.0	44716	Filter1	1.1.0
2642	2015-06-13	44712	cat1	1.0.0	44718		
2643	2015-06-15	44726	Summary_Statistics1	1.1.0	44721	Filter1	1.1.0
2643	2015-06-15	44729	Summary_Statistics1	1.1.0	44722	Filter1	1.1.0
2643	2015-06-15	44731	Summary_Statistics1	1.1.0	44723	Filter1	1.1.0
2643	2015-06-15	44733	Summary_Statistics1	1.1.0	44724	Filter1	1.1.0
2643	2015-06-15	44734	Summary_Statistics1	1.1.0	44725	Filter1	1.1.0
2643	2015-06-15	44739	Cut1	1.0.2	44729	Summary_Statistics1	1.1.0
2643	2015-06-15	44743	Cut1	1.0.2	44733	Summary_Statistics1	1.1.0
2643	2015-06-15	44747	Paste1	1.0.0	44738	Cut1	1.0.2
2643	2015-06-15	44748	Paste1	1.0.0	44740	Cut1	1.0.2
2643	2015-06-15	44750	Paste1	1.0.0	44745	Cut1	1.0.2
